XM_036295915.1	MRGPRG
XM_036295916.1	PPP1R32
XM_036295917.1	CDHR5
XM_036295918.1	CDHR5
XM_036295919.1	CDHR5
XM_036295920.1	CDHR5
XM_036295921.1	LRRC10B
XM_036295922.1	ZBTB3
XM_036295923.1	LOC118649109
XM_036295924.1	ZBTB3
XM_036295925.1	LGALS12
XM_036295926.1	LGALS12
XM_036295927.1	NAP1L4
XM_036295928.1	NAP1L4
XM_036295929.1	NAP1L4
XM_036295930.1	NAP1L4
XM_036295931.1	SLC22A18
XM_036295932.1	SLC22A18
XM_036295933.1	PHLDA2
XM_036295934.1	LOC118649115
XM_036295935.1	LOC118649118
XM_036295936.1	LOC118649128
XM_036295937.1	LOC118649136
XM_036295938.1	LOC118649137
XM_036295939.1	LOC118649138
XM_036295940.1	LOC118649139
XM_036295941.1	LOC118649144
XM_036295942.1	APEX1
XM_036295943.1	LOC118649145
XM_036295944.1	LOC118649146
XM_036295945.1	LOC118649148
XM_036295946.1	LOC118649149
XM_036295947.1	SIGLECL1
XM_036295948.1	APEX1
XM_036295949.1	LOC118649151
XM_036295950.1	LOC118649152
XM_036295951.1	CEACAM18
XM_036295952.1	LOC118649154
XM_036295953.1	LOC118649155
XM_036295954.1	LOC118649156
XM_036295955.1	APEX1
XM_036295956.1	LOC118649157
XM_036295957.1	LOC118649158
XM_036295958.1	LOC118649160
XM_036295959.1	LOC118649161
XM_036295960.1	GPR32
XM_036295961.1	KLK8
XM_036295962.1	APEX1
XM_036295963.1	KLK8
XM_036295964.1	KLK8
XM_036295965.1	KLK8
XM_036295966.1	KLK8
XM_036295967.1	KLK8
XM_036295968.1	KLK8
XM_036295969.1	KLK8
XM_036295970.1	LOC118649164
XM_036295971.1	LOC118649164
XM_036295972.1	LOC118649164
XM_036295973.1	APEX1
XM_036295974.1	KLK9
XM_036295975.1	LOC118649167
XM_036295976.1	LOC118649168
XM_036295977.1	LOC118649168
XM_036295978.1	LOC118649169
XM_036295979.1	LOC118649170
XM_036295980.1	LOC118649170
XM_036295981.1	LOC118649172
XM_036295982.1	LOC118649173
XM_036295983.1	LOC118649173
XM_036295984.1	PIP4P1
XM_036295985.1	LOC118649173
XM_036295986.1	LOC118649173
XM_036295987.1	LOC118649174
XM_036295988.1	LOC118649174
XM_036295989.1	LOC118649174
XM_036295990.1	LOC118649174
XM_036295991.1	LOC118649174
XM_036295992.1	LOC118649175
XM_036295993.1	LOC118649176
XM_036295994.1	PIP4P1
XM_036295995.1	LOC118649176
XM_036295996.1	LOC118649176
XM_036295997.1	LOC118649176
XM_036295998.1	LOC118649176
XM_036295999.1	LOC118649176
XM_036296000.1	LOC118649176
XM_036296001.1	LOC118649176
XM_036296002.1	LOC118649176
XM_036296003.1	LOC118649179
XM_036296004.1	LOC118649180
XM_036296005.1	LOC118649181
XM_036296006.1	LOC118649181
XM_036296007.1	KLHL33
XM_036296008.1	LOC118649182
XM_036296009.1	LOC118649183
XM_036296010.1	LOC118649184
XM_036296011.1	LOC118649184
XM_036296012.1	LOC118649184
XM_036296013.1	LOC118649184
XM_036296014.1	LOC118649184
XM_036296015.1	LOC118649184
XM_036296016.1	KLHL33
XM_036296017.1	LOC118649184
XM_036296018.1	LOC118649184
XM_036296019.1	LOC118649184
XM_036296020.1	LOC118649184
XM_036296021.1	LOC118649184
XM_036296022.1	LOC118649184
XM_036296023.1	LOC118649184
XM_036296024.1	LOC118649184
XM_036296025.1	LOC118649184
XM_036296026.1	LOC118649184
XM_036296027.1	LOC118649187
XM_036296028.1	LOC118649188
XM_036296029.1	LOC118649188
XM_036296030.1	LOC118649188
XM_036296031.1	TEP1
XM_036296032.1	LOC118649189
XM_036296033.1	LOC118649189
XM_036296034.1	LOC118649189
XM_036296035.1	LOC118649189
XM_036296036.1	LOC118649190
XM_036296037.1	LOC118649192
XM_036296038.1	TEP1
XM_036296039.1	LOC118649192
XM_036296040.1	LOC118649192
XM_036296041.1	LOC118649192
XM_036296042.1	LOC118649192
XM_036296043.1	LOC118649192
XM_036296044.1	LOC118649192
XM_036296045.1	LOC118649192
XM_036296046.1	LOC118649192
XM_036296047.1	LOC118649192
XM_036296048.1	TEP1
XM_036296049.1	LOC118649193
XM_036296050.1	LOC118649194
XM_036296051.1	LOC118649195
XM_036296052.1	ZNF613
XM_036296053.1	ZNF613
XM_036296054.1	LOC118649197
XM_036296055.1	LOC118649197
XM_036296056.1	LOC118649197
XM_036296057.1	TEP1
XM_036296058.1	LOC118649197
XM_036296059.1	LOC118649197
XM_036296060.1	LOC118649197
XM_036296061.1	LOC118649198
XM_036296062.1	LOC118649198
XM_036296063.1	LOC118649199
XM_036296064.1	LOC118649199
XM_036296065.1	LOC118649200
XM_036296066.1	LOC118649200
XM_036296067.1	LOC118649185
XM_036296068.1	LOC118649200
XM_036296069.1	LOC118649200
XM_036296070.1	LOC118649200
XM_036296071.1	LOC118649202
XM_036296072.1	PARP2
XM_036296073.1	LOC118649203
XM_036296074.1	ZNF614
XM_036296075.1	ZNF614
XM_036296076.1	ZNF614
XM_036296077.1	ZNF614
XM_036296078.1	LOC118649205
XM_036296079.1	PPP2R1A
XM_036296080.1	PARP2
XM_036296081.1	LOC118649208
XM_036296082.1	LOC118649208
XM_036296083.1	LOC118649208
XM_036296084.1	LOC118649208
XM_036296085.1	LOC118649208
XM_036296086.1	LOC118649209
XM_036296087.1	LOC118649209
XM_036296088.1	LOC118649209
XM_036296089.1	LOC118649209
XM_036296090.1	PARP2
XM_036296091.1	LOC118649209
XM_036296092.1	LOC118649210
XM_036296093.1	LOC118649211
XM_036296094.1	LOC118649211
XM_036296095.1	LOC118649212
XM_036296096.1	LOC118649213
XM_036296097.1	LOC118649214
XM_036296098.1	PARP2
XM_036296099.1	LOC118649215
XM_036296100.1	ZNF350
XM_036296101.1	ZNF350
XM_036296102.1	ZNF350
XM_036296103.1	ZNF350
XM_036296104.1	ZNF350
XM_036296105.1	ZNF350
XM_036296106.1	ZNF350
XM_036296107.1	ZNF350
XM_036296108.1	LOC118649218
XM_036296109.1	LOC118649219
XM_036296110.1	LOC118649220
XM_036296111.1	LOC118649221
XM_036296112.1	LOC118649221
XM_036296113.1	ZNF331
XM_036296114.1	ZNF331
XM_036296115.1	ZNF331
XM_036296116.1	ZNF331
XM_036296117.1	ZNF331
XM_036296118.1	ZNF331
XM_036296119.1	ZNF331
XM_036296120.1	LOC118649223
XM_036296121.1	LOC118649225
XM_036296122.1	LOC118649225
XM_036296123.1	LOC118649228
XM_036296124.1	LOC118649229
XM_036296125.1	LOC118649230
XM_036296126.1	LOC118649232
XM_036296127.1	LOC118649233
XM_036296128.1	LOC118649234
XM_036296129.1	LOC118649235
XM_036296130.1	LOC118649236
XM_036296131.1	LOC118649238
XM_036296132.1	LOC118649239
XM_036296133.1	LOC118649241
XM_036296134.1	LOC118649242
XM_036296135.1	TTC5
XM_036296136.1	LOC118649243
XM_036296137.1	LOC118649244
XM_036296138.1	LOC118649246
XM_036296139.1	LOC118649247
XM_036296140.1	KLK11
XM_036296141.1	KLK11
XM_036296142.1	KLK5
XM_036296143.1	KLK5
XM_036296144.1	LOC118649251
XM_036296145.1	KLK5
XM_036296146.1	LOC118649254
XM_036296147.1	LOC118649255
XM_036296148.1	KLK6
XM_036296149.1	KLK10
XM_036296150.1	KLK10
XM_036296151.1	KLK10
XM_036296152.1	LOC118649260
XM_036296153.1	LOC118649261
XM_036296154.1	RNF212
XM_036296155.1	ACP4
XM_036296156.1	KLK1
XM_036296157.1	LOC118649264
XM_036296158.1	LOC118649264
XM_036296159.1	LOC118649264
XM_036296160.1	LOC118649264
XM_036296161.1	LOC118649264
XM_036296162.1	LOC118649266
XM_036296163.1	KLK15
XM_036296164.1	LOC118649269
XM_036296165.1	LPCAT4
XM_036296166.1	KLK7
XM_036296167.1	KLK7
XM_036296168.1	SPACA6
XM_036296169.1	VSIG10L
XM_036296170.1	VSIG10L
XM_036296171.1	SIGLEC10
XM_036296172.1	LOC118649276
XM_036296173.1	LPCAT4
XM_036296174.1	LOC118649276
XM_036296175.1	LOC118649276
XM_036296176.1	LOC118649276
XM_036296177.1	LOC118649276
XM_036296178.1	LOC118649277
XM_036296179.1	LOC118649277
XM_036296180.1	LOC118649278
XM_036296181.1	CD33
XM_036296182.1	LOC118649281
XM_036296183.1	IGLON5
XM_036296184.1	LOC118649283
XM_036296185.1	NOP10
XM_036296186.1	ETFB
XM_036296187.1	CUNH19orf84
XM_036296188.1	CUNH19orf84
XM_036296189.1	LIM2
XM_036296190.1	LIM2
XM_036296191.1	LOC118649287
XM_036296192.1	LOC118649288
XM_036296193.1	LOC118649288
XM_036296194.1	LOC118649290
XM_036296195.1	CLDND2
XM_036296196.1	SLC12A6
XM_036296197.1	CUNH19orf81
XM_036296198.1	LOC118649295
XM_036296199.1	LOC118649295
XM_036296200.1	LOC118649295
XM_036296201.1	LOC118649295
XM_036296202.1	LOC118649295
XM_036296203.1	LOC118649296
XM_036296204.1	LOC118649297
XM_036296205.1	SLC12A6
XM_036296206.1	LOC118649297
XM_036296207.1	LOC118649297
XM_036296208.1	LOC118649297
XM_036296209.1	SHANK1
XM_036296210.1	SHANK1
XM_036296211.1	ASPDH
XM_036296212.1	JOSD2
XM_036296213.1	JOSD2
XM_036296214.1	JOSD2
XM_036296215.1	SLC12A6
XM_036296216.1	HAS1
XM_036296217.1	CLEC11A
XM_036296218.1	CLEC11A
XM_036296219.1	LOC118649303
XM_036296220.1	LRRC4B
XM_036296221.1	LRRC4B
XM_036296222.1	LOC118649305
XM_036296223.1	SLC12A6
XM_036296224.1	SYT3
XM_036296225.1	SYT3
XM_036296226.1	SLC12A6
XM_036296227.1	SLC12A6
XM_036296228.1	LOC118649329
XM_036296229.1	SLC12A6
XM_036296230.1	PLD6
XM_036296231.1	SLC12A6
XM_036296232.1	TNFRSF13B
XM_036296233.1	LOC118649339
XM_036296234.1	LOC118649339
XM_036296235.1	LOC118649339
XM_036296236.1	LOC118649339
XM_036296237.1	LOC118649339
XM_036296238.1	LOC118649339
XM_036296239.1	LOC118649339
XM_036296240.1	SLC12A6
XM_036296241.1	LOC118649339
XM_036296242.1	LOC118649339
XM_036296243.1	LOC118649339
XM_036296244.1	LOC118649339
XM_036296245.1	LOC118649339
XM_036296246.1	FLII
XM_036296247.1	SLC12A6
XM_036296248.1	FLII
XM_036296249.1	LLGL1
XM_036296250.1	LLGL1
XM_036296251.1	LLGL1
XM_036296252.1	MIEF2
XM_036296253.1	MIEF2
XM_036296254.1	ALKBH5
XM_036296255.1	SLC12A6
XM_036296256.1	RAI1
XM_036296257.1	RAI1
XM_036296258.1	SREBF1
XM_036296259.1	SREBF1
XM_036296260.1	SREBF1
XM_036296261.1	SREBF1
XM_036296262.1	SREBF1
XM_036296263.1	SREBF1
XM_036296264.1	SREBF1
XM_036296265.1	SLC12A6
XM_036296266.1	FLCN
XM_036296267.1	FLCN
XM_036296268.1	FLCN
XM_036296269.1	FLCN
XM_036296270.1	FLCN
XM_036296271.1	DRG2
XM_036296272.1	DRG2
XM_036296273.1	DRG2
XM_036296274.1	SLC12A6
XM_036296275.1	DRG2
XM_036296276.1	DRG2
XM_036296277.1	DRG2
XM_036296278.1	UBB
XM_036296279.1	LOC118649340
XM_036296280.1	CENPV
XM_036296281.1	CENPV
XM_036296282.1	COPS3
XM_036296283.1	COPS3
XM_036296284.1	COPS3
XM_036296285.1	COPS3
XM_036296286.1	COPS3
XM_036296287.1	EMC4
XM_036296288.1	COPS3
XM_036296289.1	TOM1L2
XM_036296290.1	TOM1L2
XM_036296291.1	TOM1L2
XM_036296292.1	TOM1L2
XM_036296293.1	TOM1L2
XM_036296294.1	TOM1L2
XM_036296295.1	TOM1L2
XM_036296296.1	EMC4
XM_036296297.1	TOM1L2
XM_036296298.1	TOM1L2
XM_036296299.1	TOM1L2
XM_036296300.1	TOM1L2
XM_036296301.1	ATPAF2
XM_036296302.1	ATPAF2
XM_036296303.1	ATPAF2
XM_036296304.1	GID4
XM_036296305.1	EMC4
XM_036296306.1	GID4
XM_036296307.1	DRC3
XM_036296308.1	SPECC1
XM_036296309.1	SPECC1
XM_036296310.1	SPECC1
XM_036296311.1	SPECC1
XM_036296312.1	SPECC1
XM_036296313.1	SPECC1
XM_036296314.1	SPECC1
XM_036296315.1	SPECC1
XM_036296316.1	KATNBL1
XM_036296317.1	SPECC1
XM_036296318.1	SPECC1
XM_036296319.1	SPECC1
XM_036296320.1	SPECC1
XM_036296321.1	SPECC1
XM_036296322.1	SPECC1
XM_036296323.1	SPECC1
XM_036296324.1	ALDH3A2
XM_036296325.1	ALDH3A2
XM_036296326.1	ALDH3A2
XM_036296327.1	ALDH3A2
XM_036296328.1	NATD1
XM_036296329.1	NATD1
XM_036296330.1	RASD1
XM_036296331.1	MED9
XM_036296332.1	MAPK7
XM_036296333.1	MAPK7
XM_036296334.1	MAPK7
XM_036296335.1	MAPK7
XM_036296336.1	MFAP4
XM_036296337.1	NCOR1
XM_036296338.1	NCOR1
XM_036296339.1	NCOR1
XM_036296340.1	NCOR1
XM_036296341.1	NCOR1
XM_036296342.1	NCOR1
XM_036296343.1	NCOR1
XM_036296344.1	NCOR1
XM_036296345.1	NCOR1
XM_036296346.1	KATNBL1
XM_036296347.1	NCOR1
XM_036296348.1	NCOR1
XM_036296349.1	NCOR1
XM_036296350.1	NCOR1
XM_036296351.1	NCOR1
XM_036296352.1	NCOR1
XM_036296353.1	NCOR1
XM_036296354.1	NCOR1
XM_036296355.1	NCOR1
XM_036296356.1	NCOR1
XM_036296357.1	NCOR1
XM_036296358.1	NCOR1
XM_036296359.1	NCOR1
XM_036296360.1	ADORA2B
XM_036296361.1	EMC7
XM_036296362.1	TTC19
XM_036296363.1	TTC19
XM_036296364.1	PIGL
XM_036296365.1	PIGL
XM_036296366.1	PIGL
XM_036296367.1	ZSWIM7
XM_036296368.1	PRPSAP2
XM_036296369.1	PRPSAP2
XM_036296370.1	PRPSAP2
XM_036296371.1	PRPSAP2
XM_036296372.1	PRPSAP2
XM_036296373.1	PRPSAP2
XM_036296374.1	PRPSAP2
XM_036296375.1	CHRM5
XM_036296376.1	PRPSAP2
XM_036296377.1	PRPSAP2
XM_036296378.1	PRPSAP2
XM_036296379.1	TMEM11
XM_036296380.1	TMEM11
XM_036296381.1	TMEM11
XM_036296382.1	PEMT
XM_036296383.1	PEMT
XM_036296384.1	PEMT
XM_036296385.1	LOC118649386
XM_036296386.1	AVEN
XM_036296387.1	SLC47A1
XM_036296388.1	SLC47A1
XM_036296389.1	SLC47A1
XM_036296390.1	SLC47A1
XM_036296391.1	SLC47A1
XM_036296392.1	SLC47A1
XM_036296393.1	SLC47A1
XM_036296394.1	LOC118649389
XM_036296395.1	LOC118649389
XM_036296396.1	LOC118649389
XM_036296397.1	LOC118649389
XM_036296398.1	LOC118649390
XM_036296399.1	LOC118649389
XM_036296400.1	LOC118649389
XM_036296401.1	LOC118649389
XM_036296402.1	SLC47A2
XM_036296403.1	SLC47A2
XM_036296404.1	SLC47A2
XM_036296405.1	SLC47A2
XM_036296406.1	LOC118649377
XM_036296407.1	TOP3A
XM_036296408.1	TOP3A
XM_036296409.1	TOP3A
XM_036296410.1	TOP3A
XM_036296411.1	FMN1
XM_036296412.1	SMCR8
XM_036296413.1	SHMT1
XM_036296414.1	SHMT1
XM_036296415.1	SHMT1
XM_036296416.1	MYO15A
XM_036296417.1	TRPV2
XM_036296418.1	FMN1
XM_036296419.1	TRPV2
XM_036296420.1	FAM83G
XM_036296421.1	FAM83G
XM_036296422.1	FAM83G
XM_036296423.1	FAM83G
XM_036296424.1	FAM83G
XM_036296425.1	FAM83G
XM_036296426.1	FAM83G
XM_036296427.1	SLC5A10
XM_036296428.1	LOC118649404
XM_036296429.1	LOC118649405
XM_036296430.1	RNF112
XM_036296431.1	RNF112
XM_036296432.1	RNF112
XM_036296433.1	ALDH3A1
XM_036296434.1	ALDH3A1
XM_036296435.1	ALDH3A1
XM_036296436.1	EPN2
XM_036296437.1	EPN2
XM_036296438.1	EPN2
XM_036296439.1	EPN2
XM_036296440.1	EPN2
XM_036296441.1	EPN2
XM_036296442.1	EPN2
XM_036296443.1	EPN2
XM_036296444.1	EPN2
XM_036296445.1	EPN2
XM_036296446.1	EPN2
XM_036296447.1	EPN2
